token,gold_pos,gold_genero,gold_numero,spacy_pos,spacy_genero,spacy_numero,stanza_pos,stanza_genero,stanza_numero
cefalorraquídeo,ADJ,Masc,Sing,NOUN,Masc,Sing,ADJ,Masc,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
medula,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
espinal,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Podría,AUX,-,Sing,AUX,-,Sing,AUX,-,Sing
ocasionar,VERB,-,-,VERB,-,-,VERB,-,-
pérdida,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
conciencia,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
y,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
parada,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
respiratoria,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
que,PRON,-,-,PRON,-,-,PRON,-,-
requeriría,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
medidas,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
de,ADP,-,-,ADP,-,-,ADP,-,-
reanimación,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
-,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
LOS,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
DERIVADOS,NOUN,Masc,Plur,PROPN,-,-,NOUN,Masc,Plur
DE,ADP,-,-,ADP,-,-,ADP,-,-
SUS,DET,-,Plur,DET,-,Plur,DET,Masc,Plur
PROBLEMAS,NOUN,Masc,Plur,PROPN,-,-,NOUN,Masc,Plur
DE,ADP,-,-,ADP,-,-,ADP,-,-
SALUD,NOUN,Fem,Sing,PROPN,-,-,NOUN,Fem,Sing
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
SITUACIONES,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
ESPECIALES,ADJ,-,Plur,ADJ,Fem,Sing,ADJ,-,Plur
QUE,SCONJ,-,-,PRON,-,-,SCONJ,-,-
DEBEN,AUX,-,Plur,VERB,-,Sing,ADP,-,-
SER,AUX,-,-,AUX,-,-,AUX,-,-
TENIDAS,NOUN,Fem,Plur,PRON,-,Sing,NOUN,Fem,Plur
EN,ADP,-,-,ADP,-,-,ADP,-,-
CUENTA,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
-,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Trastornos,NOUN,Masc,Plur,ADJ,Masc,Plur,NOUN,Masc,Plur
severos,ADJ,Masc,Plur,ADJ,Masc,Plur,ADJ,Masc,Plur
en,ADP,-,-,ADP,-,-,ADP,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
coagulación,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
sangre,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
-,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Infección,NOUN,Fem,Sing,PROPN,-,-,NOUN,Fem,Sing
en,ADP,-,-,ADP,-,-,ADP,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
zona,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
a,ADP,-,-,ADP,-,-,ADP,-,-
infiltrar,VERB,-,-,VERB,-,-,VERB,-,-
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
-,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Alergias,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
conocidas,ADJ,Fem,Plur,ADJ,Fem,Plur,ADJ,Fem,Plur
a,ADP,-,-,ADP,-,-,ADP,-,-
los,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
fármacos,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
seleccionados,ADJ,Masc,Plur,ADJ,Masc,Plur,ADJ,Masc,Plur
o,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
a,ADP,-,-,ADP,-,-,ADP,-,-
los,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
contrastes,NOUN,Masc,Plur,NOUN,-,Plur,NOUN,Masc,Plur
radiológicos,ADJ,Masc,Plur,ADJ,Masc,Plur,ADJ,Masc,Plur
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
-,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Embarazo,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
OTRAS,DET,Fem,Plur,DET,Fem,Plur,DET,Fem,Plur
INFORMACIONES,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
DE,ADP,-,-,ADP,-,-,ADP,-,-
INTERÉS,NOUN,Masc,Sing,PROPN,-,-,PROPN,-,-
(,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
a,ADP,-,-,ADP,-,-,ADP,-,-
considerar,VERB,-,-,VERB,-,-,VERB,-,-
por,ADP,-,-,ADP,-,-,ADP,-,-
el/la,DET,-,Sing,DET,Masc,Sing,DET,Masc,Sing
profesional,NOUN,-,Sing,NOUN,-,Sing,NOUN,-,Sing
),PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
OTRAS,DET,Fem,Plur,DET,Fem,Plur,DET,Fem,Plur
CUESTIONES,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
PARA,ADP,-,-,ADP,-,-,ADP,-,-
LAS,DET,Fem,Plur,DET,Fem,Plur,DET,Fem,Plur
QUE,SCONJ,-,-,PRON,-,-,SCONJ,-,-
LE,DET,Fem,Sing,PRON,-,Sing,DET,Fem,Sing
PEDIMOS,VERB,-,Plur,PROPN,-,-,NOUN,Masc,Plur
SU,DET,-,Sing,DET,-,Sing,DET,-,Sing
CONSENTIMIENTO,NOUN,Masc,Sing,PROPN,-,-,NOUN,Masc,Sing
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
-,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
A,ADP,-,-,ADP,-,-,ADP,-,-
veces,NOUN,Fem,Plur,NOUN,-,-,NOUN,-,-
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
durante,ADP,-,-,ADP,-,-,ADP,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
intervención,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
se,PRON,-,-,PRON,-,-,PRON,-,-
producen,VERB,-,Plur,VERB,-,Plur,VERB,-,Plur
hallazgos,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
imprevistos,ADJ,Masc,Plur,ADJ,Masc,Plur,ADJ,Masc,Plur
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Pueden,AUX,-,Plur,AUX,-,Plur,AUX,-,Plur
obligar,VERB,-,-,VERB,-,-,VERB,-,-
a,ADP,-,-,ADP,-,-,ADP,-,-
tener,VERB,-,-,VERB,-,-,VERB,-,-
que,SCONJ,-,-,SCONJ,-,-,SCONJ,-,-
modificar,VERB,-,-,VERB,-,-,VERB,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
forma,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
hacer,VERB,-,-,VERB,-,-,VERB,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
intervención,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
y,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
utilizar,VERB,-,-,VERB,-,-,VERB,-,-
variantes,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
de,ADP,-,-,ADP,-,-,ADP,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
misma,PRON,Fem,Sing,PRON,Fem,Sing,NOUN,Fem,Sing
no,ADV,-,-,ADV,-,-,ADV,-,-
contempladas,ADJ,Fem,Plur,VERB,-,Sing,ADJ,Fem,Plur
inicialmente,ADV,-,-,ADV,-,-,ADV,-,-
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
-,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
A,ADP,-,-,ADP,-,-,ADP,-,-
veces,NOUN,Fem,Plur,NOUN,-,-,NOUN,-,-
es,VERB,-,Sing,AUX,-,Sing,AUX,-,Sing
necesario,ADJ,Masc,Sing,ADJ,Masc,Sing,ADJ,Masc,Sing
tomar,VERB,-,-,VERB,-,-,VERB,-,-
muestras,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
biológicas,ADJ,Fem,Plur,ADJ,Fem,Plur,ADJ,Fem,Plur
para,ADP,-,-,ADP,-,-,ADP,-,-
estudiar,VERB,-,-,VERB,-,-,VERB,-,-
mejor,ADV,-,-,ADV,-,-,ADV,-,-
su,DET,-,Sing,DET,-,Sing,DET,-,Sing
caso,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Pueden,AUX,-,Plur,AUX,-,Plur,AUX,-,Plur
ser,AUX,-,-,AUX,-,-,AUX,-,-
conservadas,VERB,Fem,Plur,VERB,Fem,Plur,VERB,Fem,Plur
y,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
utilizadas,VERB,Fem,Plur,ADJ,Fem,Plur,VERB,Fem,Plur
posteriormente,ADV,-,-,ADV,-,-,ADV,-,-
para,ADP,-,-,ADP,-,-,ADP,-,-
realizar,VERB,-,-,VERB,-,-,VERB,-,-
investigaciones,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
relacionadas,ADJ,Fem,Plur,ADJ,Fem,Plur,ADJ,Fem,Plur
con,ADP,-,-,ADP,-,-,ADP,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
enfermedad,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
que,PRON,-,-,PRON,-,-,PRON,-,-
usted,PRON,-,Sing,PRON,-,Sing,PRON,-,Sing
padece,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
No,ADV,-,-,ADV,-,-,ADV,-,-
se,PRON,-,-,PRON,-,-,PRON,-,-
usaran,VERB,-,Plur,VERB,-,Plur,VERB,-,Plur
directamente,ADV,-,-,ADV,-,-,ADV,-,-
para,ADP,-,-,ADP,-,-,ADP,-,-
fines,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
comerciales,ADJ,-,Plur,ADJ,-,Plur,ADJ,-,Plur
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Si,SCONJ,-,-,SCONJ,-,-,SCONJ,-,-
fueran,AUX,-,Plur,AUX,-,Plur,AUX,-,Plur
a,ADP,-,-,ADP,-,-,ADP,-,-
ser,AUX,-,-,AUX,-,-,AUX,-,-
utilizadas,VERB,Fem,Plur,VERB,Fem,Plur,VERB,Fem,Plur
para,ADP,-,-,ADP,-,-,ADP,-,-
otros,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
fines,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
distintos,ADJ,Masc,Plur,ADJ,Masc,Plur,ADJ,Masc,Plur
se,PRON,-,-,PRON,-,-,PRON,-,-
le,PRON,-,Sing,PRON,-,Sing,PRON,-,Sing
pediría,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
posteriormente,ADV,-,-,ADV,-,-,ADV,-,-
el,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
consentimiento,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
expreso,ADJ,Masc,Sing,ADJ,Masc,Sing,ADJ,Masc,Sing
para,ADP,-,-,ADP,-,-,ADP,-,-
ello,PRON,Masc,Sing,PRON,Masc,Sing,PRON,Masc,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Si,SCONJ,-,-,SCONJ,-,-,SCONJ,-,-
no,ADV,-,-,ADV,-,-,ADV,-,-
da,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
su,DET,-,Sing,DET,-,Sing,DET,-,Sing
consentimiento,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
para,ADP,-,-,ADP,-,-,ADP,-,-
ser,VERB,-,-,AUX,-,-,AUX,-,-
utilizadas,VERB,Fem,Plur,VERB,Fem,Plur,VERB,Fem,Plur
en,ADP,-,-,ADP,-,-,ADP,-,-
investigación,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
las,DET,Fem,Plur,DET,Fem,Plur,DET,Fem,Plur
muestras,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
se,PRON,-,-,PRON,-,-,PRON,-,-
destruirán,VERB,-,Plur,VERB,-,Plur,VERB,-,Plur
una,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
vez,NOUN,Fem,Sing,NOUN,-,-,NOUN,Fem,Sing
dejen,VERB,-,Plur,VERB,-,Plur,VERB,-,Plur
de,ADP,-,-,ADP,-,-,ADP,-,-
ser,VERB,-,-,AUX,-,-,AUX,-,-
útiles,ADJ,-,Plur,ADJ,-,Plur,ADJ,-,Plur
para,ADP,-,-,ADP,-,-,ADP,-,-
documentar,VERB,-,-,VERB,-,-,VERB,-,-
su,DET,-,Sing,DET,-,Sing,DET,-,Sing
caso,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
según,ADP,-,-,ADP,-,-,ADP,-,-
las,DET,Fem,Plur,DET,Fem,Plur,DET,Fem,Plur
normas,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
del,ADP,Masc,Sing,ADP,Masc,Sing,ADP,-,-
centro,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
En,ADP,-,-,ADP,-,-,ADP,-,-
cualquier,DET,-,Sing,DET,-,Sing,DET,-,Sing
caso,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
se,PRON,-,-,PRON,-,-,PRON,-,-
protegerá,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
adecuadamente,ADV,-,-,ADV,-,-,ADV,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
confidencialidad,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
en,ADP,-,-,ADP,-,-,ADP,-,-
todo,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
momento,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
-,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
También,ADV,-,-,ADV,-,-,ADV,-,-
puede,AUX,-,Sing,AUX,-,Sing,AUX,-,Sing
hacer,VERB,-,-,VERB,-,-,VERB,-,-
falta,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
tomar,VERB,-,-,VERB,-,-,VERB,-,-
imágenes,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
como,SCONJ,-,-,SCONJ,-,-,SCONJ,-,-
fotos,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
o,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
videos,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Sirven,VERB,-,Plur,VERB,-,Plur,VERB,-,Plur
para,ADP,-,-,ADP,-,-,ADP,-,-
documentar,VERB,-,-,VERB,-,-,VERB,-,-
mejor,ADV,-,-,ADV,-,-,ADV,-,-
el,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
caso,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
También,ADV,-,-,ADV,-,-,ADV,-,-
pueden,AUX,-,Plur,AUX,-,Plur,AUX,-,Plur
usarse,VERB,-,-,VERB,-,-,VERB,-,-
para,ADP,-,-,ADP,-,-,ADP,-,-
fines,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
docentes,ADJ,-,Plur,ADJ,-,Plur,ADJ,-,Plur
de,ADP,-,-,ADP,-,-,ADP,-,-
difusión,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
del,ADP,Masc,Sing,ADP,Masc,Sing,ADP,-,-
conocimiento,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
científico,ADJ,Masc,Sing,ADJ,Masc,Sing,ADJ,Masc,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
En,ADP,-,-,ADP,-,-,ADP,-,-
cualquier,DET,-,Sing,DET,-,Sing,DET,-,Sing
caso,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
serán,AUX,-,Plur,AUX,-,Plur,AUX,-,Plur
usadas,VERB,Fem,Plur,VERB,Fem,Plur,VERB,Fem,Plur
si,SCONJ,-,-,SCONJ,-,-,SCONJ,-,-
usted,PRON,-,Sing,PRON,-,Sing,PRON,-,Sing
da,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
su,DET,-,Sing,DET,-,Sing,DET,-,Sing
autorización,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Su,DET,-,Sing,DET,-,Sing,DET,-,Sing
identidad,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
siempre,ADV,-,-,ADV,-,-,ADV,-,-
será,AUX,-,Sing,AUX,-,Sing,AUX,-,Sing
preservada,VERB,Fem,Sing,VERB,Fem,Sing,VERB,Fem,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
forma,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
confidencial,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
1.,NUM,-,-,NUM,-,-,NUM,-,-
DOCUMENTO,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
DE,ADP,-,-,ADP,-,-,ADP,-,-
INFORMACIÓN,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
PARA,ADP,-,-,ADP,-,-,ADP,-,-
EL,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
BLOQUEO,NOUN,Masc,Sing,PROPN,-,-,NOUN,Masc,Sing
DE,ADP,-,-,ADP,-,-,ADP,-,-
FACETAS,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,-
1.1,NUM,-,-,NUM,-,-,NUM,-,-
LO,PRON,Masc,Sing,PRON,Masc,Sing,PRON,Masc,Sing
QUE,SCONJ,-,-,PRON,-,-,SCONJ,-,-
USTED,PRON,-,Sing,PROPN,-,-,PRON,-,Sing
DEBE,AUX,-,Sing,VERB,-,Sing,VERB,-,Sing
SABER,VERB,-,-,ADJ,Fem,Sing,VERB,-,-
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
EN,ADP,-,-,ADP,-,-,ADP,-,-
QUÉ,PRON,-,-,PROPN,-,-,PRON,-,Sing
CONSISTE,VERB,-,Sing,PROPN,-,-,VERB,-,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
PARA,ADP,-,-,ADP,-,-,ADP,-,-
QUÉ,PRON,-,-,PROPN,-,-,PROPN,-,-
SIRVE,VERB,-,Sing,PROPN,-,-,VERB,-,Sing
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Esta,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
técnica,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
bloqueo,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
consiste,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
en,ADP,-,-,ADP,-,-,ADP,-,-
introducir,VERB,-,-,VERB,-,-,VERB,-,-
un,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
medicamento,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
(,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
un,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
anestésico,NOUN,Masc,Sing,ADJ,Masc,Sing,NOUN,Masc,Sing
local,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
o,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
un,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
corticoide,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
),PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
en,ADP,-,-,ADP,-,-,ADP,-,-
pequeñas,ADJ,Fem,Plur,ADJ,Fem,Plur,ADJ,Fem,Plur
articulaciones,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
(,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
facetas,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
),PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
de,ADP,-,-,ADP,-,-,ADP,-,-
su,DET,-,Sing,DET,-,Sing,DET,-,Sing
columna,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
vertebral,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Puede,AUX,-,Sing,AUX,-,Sing,AUX,-,Sing
ser,VERB,-,-,AUX,-,-,AUX,-,-
en,ADP,-,-,ADP,-,-,ADP,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
zona,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
cervical,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
dorsal,ADJ,-,Sing,VERB,-,-,ADJ,Fem,Sing
o,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
lumbar,ADJ,-,Sing,VERB,-,-,ADJ,Fem,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Sirve,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
para,ADP,-,-,ADP,-,-,ADP,-,-
tratar,VERB,-,-,VERB,-,-,VERB,-,-
dolores,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
crónicos,ADJ,Masc,Plur,ADJ,Masc,Plur,ADJ,Masc,Plur
de,ADP,-,-,ADP,-,-,ADP,-,-
estas,DET,Fem,Plur,DET,Fem,Plur,DET,Fem,Plur
regiones,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
y,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
para,ADP,-,-,ADP,-,-,ADP,-,-
el,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
diagnóstico,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
enfermedades,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
que,PRON,-,-,PRON,-,-,PRON,-,-
precisarían,VERB,-,Plur,VERB,-,Plur,VERB,-,Plur
de,ADP,-,-,ADP,-,-,ADP,-,-
otras,DET,Fem,Plur,DET,Fem,Plur,DET,Fem,Plur
técnicas,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
CÓMO,ADV,-,-,PRON,-,-,PRON,-,-
SE,PRON,-,-,PRON,-,-,PRON,-,-
REALIZA,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Es,VERB,-,Sing,AUX,-,Sing,AUX,-,Sing
una,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
técnica,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
poco,ADV,-,-,ADV,-,-,ADV,-,-
dolorosa,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
pero,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
un,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
poco,PRON,-,-,ADV,-,-,PRON,-,-
incómoda,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Se,PRON,-,-,PRON,-,-,PRON,-,-
anestesia,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
el,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
lugar,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
punción,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
y,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
se,PRON,-,-,PRON,-,-,PRON,-,-
introducen,VERB,-,Plur,VERB,-,Plur,VERB,-,Plur
unas,DET,Fem,Plur,DET,Fem,Plur,DET,Fem,Plur
agujas,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
hasta,ADP,-,-,ADP,-,-,ADP,-,-
el,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
lugar,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
inyección,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
del,ADP,Masc,Sing,ADP,Masc,Sing,ADP,-,-
medicamento,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
El,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
proceso,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
